Approximate Lat,Approximate Lon,City Name,Country Code,Exact Coordinates,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Max Temp
-27.78,157.86,byron bay,au,"(-28.64201, 153.611938)",-28.64201,153.611938,77.85,73,75,6.91,78.8
13.1,-171.98,kapaa,us,"(22.0783333, -159.3219444)",22.0783333,-159.3219444,74.52,73,90,17.27,75.2
-48.79,-177.06,vaini,to,"(-21.2, -175.2)",-21.2,-175.2,77,100,90,25.32,77
45.94,-62.79,montague,ca,"(46.166667, -62.65)",46.166667,-62.65,24.53,74,99,1.14,24.8
-60.61,-39.69,mar del plata,ar,"(-38.002278, -57.557539)",-38.002278,-57.557539,74.03,57,75,12.66,78.8
43.6,178.77,nikolskoye,ru,"(55.193889, 165.9925)",55.193889,165.9925,25.9,92,100,10.8,25.9
47.5,10.4,sonthofen,de,"(47.516667, 10.283333)",47.516667,10.283333,43.63,91,100,3,44.01
-48.21,69.61,saint-philippe,re,"(-21.35, 55.7666667)",-21.35,55.7666667,74.79,69,0,6.91,78.8
73.03,127.69,tiksi,ru,"(71.687222, 128.869444)",71.687222,128.869444,-20.34,87,99,6.53,-20.34
-26.58,131.17,yulara,au,"(-25.245291, 130.980545)",-25.245291,130.980545,84.2,45,75,9.22,84.2
-5.53,91.21,padang,id,"(-0.953154, 100.367659)",-0.953154,100.367659,75.2,94,75,4.61,75.2
2.25,32.99,lira,ug,"(2.235, 32.9097222)",2.235,32.9097222,72.72,41,90,6.49,72.72
74.88,26.07,honningsvag,no,"(70.983333, 25.983333)",70.983333,25.983333,24.8,58,20,23.02,24.8
81.6,-45.89,ilulissat,gl,"(69.2166667, -51.1)",69.2166667,-51.1,8.6,56,0,11.5,8.6
-67.3,-166.26,avarua,ck,"(-21.2077778, -159.775)",-21.2077778,-159.775,86,70,20,19.57,86
69.15,3.59,roald,no,"(62.583333, 6.133333)",62.583333,6.133333,33.49,64,90,14.97,33.8
-10.19,132.7,maningrida,au,"(-12.05111, 134.22258)",-12.05111,134.22258,80.38,83,97,5.57,80.38
44.12,-160.52,kodiak,us,"(57.79, -152.4072222)",57.79,-152.4072222,35.6,75,90,24.16,35.6
13.34,133.26,meyungs,pw,"(7.3519444, 134.4544444)",7.3519444,134.4544444,81.25,81,89,19.71,81.25
29.96,40.32,sakakah,sa,"(29.969742, 40.206414)",29.969742,40.206414,53.6,47,0,4.61,53.6
63.31,70.4,cheuskiny,ru,"(61.116667, 72.4)",61.116667,72.4,-11.2,77,0,6.71,-11.2
-53.69,-88.18,punta arenas,cl,"(-53.15, -70.916667)",-53.15,-70.916667,46.2,66,75,17.27,46.4
36.97,152.05,sentyabrskiy,ru,"(45.266667, 148.5)",45.266667,148.5,24.31,90,76,13.91,24.31
87.32,-93.52,qaanaaq,gl,"(77.4894444, -69.3322222)",77.4894444,-69.3322222,-14.69,67,0,9.48,-14.69
44.42,-124.67,newport,us,"(44.6369444, -124.0522222)",44.6369444,-124.0522222,47.52,81,40,3.94,52
-62.96,91.33,busselton,au,"(-33.652489, 115.345497)",-33.652489,115.345497,58.8,96,0,13.82,60.01
-16.91,123.78,broome,au,"(-17.955379, 122.23922)",-17.955379,122.23922,78.8,89,75,5.75,78.8
-13.46,51.22,sambava,mg,"(-14.2666667, 50.1666667)",-14.2666667,50.1666667,78.01,82,72,1.5,78.01
-79.79,-145.93,mataura,pf,"(-23.3666667, -149.4666667)",-23.3666667,-149.4666667,76.95,80,47,14.05,76.95
70.61,-147.68,college,us,"(64.8569444, -147.8027778)",64.8569444,-147.8027778,-7.85,76,1,2.1,-2
-34.57,173.71,kaeo,nz,"(-35.1, 173.783333)",-35.1,173.783333,72,48,3,10,72
-8.79,-29.36,olinda,br,"(-8.016667, -34.85)",-8.016667,-34.85,78.8,69,40,9.22,78.8
61.4,-21.8,grindavik,is,"(63.833333, -22.433333)",63.833333,-22.433333,23,63,0,4.61,23
34.35,86.37,jumla,np,"(29.25, 82.25)",29.25,82.25,26.89,76,0,4.54,26.89
-2.1,-124.92,atuona,pf,"(-9.8, -139.0333333)",-9.8,-139.0333333,78.69,77,18,18.05,78.69
2.22,62.55,victoria,sc,"(-4.6166667, 55.45)",-4.6166667,55.45,77,94,40,6.91,77
14.09,143.05,airai,pw,"(7.3575, 134.5577778)",7.3575,134.5577778,81.37,81,89,20.02,81.37
-31.26,89.79,carnarvon,au,"(-24.88073, 113.659401)",-24.88073,113.659401,73.4,83,0,12.66,73.4
-45.37,-59.21,viedma,ar,"(-40.813452, -62.996676)",-40.813452,-62.996676,75,36,84,14.67,75
33.42,60.04,birjand,ir,"(32.866277, 59.221139)",32.866277,59.221139,28.4,22,0,6.91,28.4
63.08,27.89,siilinjarvi,fi,"(63.083333, 27.666667)",63.083333,27.666667,32,93,90,5.75,32
86.93,176.01,leningradskiy,ru,"(69.383333, 178.416667)",69.383333,178.416667,-20.25,85,70,3.56,-20.25
-62.99,45.88,east london,za,"(-33.011051, 27.910049)",-33.011051,27.910049,68.43,76,9,10.98,68.43
61.19,-9.07,sorvag,fo,"(62.0666667, -7.3)",62.0666667,-7.3,32,69,5,10.36,32
52.34,107.33,sotnikovo,ru,"(51.884462, 107.479068)",51.884462,107.479068,1.4,66,75,8.95,1.4
70.92,-68.74,clyde river,ca,"(70.45, -68.566667)",70.45,-68.566667,-18.4,83,20,3.44,-18.4
-40.13,-14.8,jamestown,sh,"(-15.9333333, -5.7166667)",-15.9333333,-5.7166667,69.76,91,57,19.57,69.76
-39.03,-68.99,neuquen,ar,"(-38.951606, -68.059102)",-38.951606,-68.059102,73.4,33,0,10.36,73.4
84.53,32.78,berlevag,no,"(70.85, 29.1)",70.85,29.1,19.15,73,0,21.85,21.2
59.31,-36.54,tasiilaq,gl,"(65.6, -37.6333333)",65.6,-37.6333333,23.23,97,100,11.16,23.23
-1.72,48.18,mogadishu,so,"(2.0666667, 45.3666667)",2.0666667,45.3666667,76.3,80,0,19.8,76.3
84.38,-137.28,tuktoyaktuk,ca,"(69.45, -133.066667)",69.45,-133.066667,-31,68,1,8.05,-31
26.45,-99.88,sabinas hidalgo,mx,"(26.5, -100.166667)",26.5,-100.166667,62.94,34,59,10.78,62.94
50.53,-83.72,hearst,ca,"(49.7, -83.666667)",49.7,-83.666667,5,78,100,8.05,5
6.92,-88.94,santa cruz,cr,"(10.26053, -85.585097)",10.26053,-85.585097,86,48,0,26.46,86
-37.57,41.38,richards bay,za,"(-28.775417, 32.054005)",-28.775417,32.054005,69.58,88,100,5.53,69.58
52.37,110.32,khorinsk,ru,"(52.1657, 109.7726)",52.1657,109.7726,-15.12,80,81,8.5,-15.12
80.51,71.97,dikson,ru,"(73.506944, 80.546389)",73.506944,80.546389,-31.68,79,65,3.76,-31.68
78.7,120.04,saskylakh,ru,"(71.916667, 114.083333)",71.916667,114.083333,-41.57,79,41,4.25,-41.57
-51.92,137.88,new norfolk,au,"(-42.78075, 147.059387)",-42.78075,147.059387,58.93,56,95,3,63
62.43,-166.45,nome,us,"(64.5011111, -165.4063889)",64.5011111,-165.4063889,14,62,90,5.75,14
-27.09,149.79,roma,au,"(-26.56741, 148.787506)",-26.56741,148.787506,77.9,55,16,16.49,77.9
-16.3,-34.77,belmonte,br,"(-15.85, -38.9)",-15.85,-38.9,78.8,69,20,10.36,78.8
57.05,102.18,zheleznodorozhnyy,ru,"(57.912222, 102.765278)",57.912222,102.765278,-36.24,82,100,2.89,-36.24
-32.82,93.09,geraldton,au,"(-28.778971, 114.614594)",-28.778971,114.614594,68,68,0,10.36,68
-88.23,-10.32,hermanus,za,"(-34.418696, 19.234464)",-34.418696,19.234464,55,91,23,5.61,55
67.57,127.98,batagay-alyta,ru,"(67.800556, 130.411389)",67.800556,130.411389,-40.7,80,18,1.68,-40.7
-59.94,56.25,taolanaro,mg,"(-25.0333333, 47.0)",-25.0333333,47.0,80.6,89,40,11.5,80.6
-24.34,-64.48,san pedro,ar,"(-24.231266, -64.866141)",-24.231266,-64.866141,84.2,45,75,5.75,84.2
33.37,126.77,fukue,jp,"(32.688056, 128.841944)",32.688056,128.841944,36.59,87,100,29.75,36.59
-14.0,28.32,kapiri mposhi,zm,"(-13.9666667, 28.6833333)",-13.9666667,28.6833333,63.09,95,88,4.43,63.09
14.57,20.6,biltine,td,"(14.5333333, 20.9166667)",14.5333333,20.9166667,71.51,16,30,15.7,71.51
23.65,123.57,ishigaki,jp,"(24.344782, 124.157167)",24.344782,124.157167,57.2,58,75,20.71,57.2
28.71,-116.72,san quintin,mx,"(30.483333, -115.95)",30.483333,-115.95,60.78,55,91,8.66,60.78
39.58,113.86,datong,cn,"(40.093611, 113.291389)",40.093611,113.291389,15.48,80,0,5.44,15.48
32.69,105.37,guangyuan,cn,"(32.442015, 105.822996)",32.442015,105.822996,29.82,85,51,3,34
52.38,122.42,yerofey pavlovich,ru,"(53.966667, 121.966667)",53.966667,121.966667,-35.46,78,40,1.63,-35.46
51.59,-61.16,saint-augustin,ca,"(51.233333, -58.65)",51.233333,-58.65,15.06,94,92,7.45,15.06
29.9,0.58,adrar,dz,"(27.9, -0.2833333)",27.9,-0.2833333,62.6,23,0,11.5,62.6
-10.23,-59.72,aripuana,br,"(-9.166667, -60.633333)",-9.166667,-60.633333,76.14,91,77,2.59,76.14
-13.6,-22.71,georgetown,sh,"(-7.9333333, -14.4166667)",-7.9333333,-14.4166667,76.87,82,62,17.54,76.87
55.02,17.47,lebork,pl,"(54.539214, 17.750121)",54.539214,17.750121,29.82,86,90,19.57,32
12.91,-27.27,sao filipe,cv,"(14.9, -24.5166667)",14.9,-24.5166667,74.86,65,0,5.7,74.86
46.89,113.36,baruun-urt,mn,"(46.7, 113.2833333)",46.7,113.2833333,-5.49,89,81,14,-5.49
33.79,16.89,misratah,ly,"(32.3783333, 15.0905556)",32.3783333,15.0905556,59.76,77,36,14.43,59.76
57.52,-21.73,vestmannaeyjar,is,"(63.365, -20.2075)",63.365,-20.2075,34.88,83,7,15.55,34.88
48.97,-68.26,chute-aux-outardes,ca,"(49.116667, -68.383333)",49.116667,-68.383333,19.4,63,90,6.91,19.4
55.52,-117.55,valleyview,ca,"(55.066667, -117.283333)",55.066667,-117.283333,-2.2,78,80,1.14,-2.2
71.46,-88.26,thompson,ca,"(55.75, -97.866667)",55.75,-97.866667,-2.2,84,75,2.3,-2.2
-16.09,134.89,ngukurr,au,"(-14.73081, 134.731018)",-14.73081,134.731018,83.55,68,59,12.62,83.55
53.46,118.69,ksenyevka,ru,"(53.5546, 118.7255)",53.5546,118.7255,-25.82,81,99,2.42,-25.82
23.01,22.03,faya,td,"(17.9166667, 19.1166667)",17.9166667,19.1166667,65.55,28,20,24.81,65.55
-46.34,172.61,waitati,nz,"(-45.75, 170.566667)",-45.75,170.566667,52.43,71,76,28.99,54
31.95,-96.71,corsicana,us,"(32.0952778, -96.4686111)",32.0952778,-96.4686111,49.26,50,1,4.61,50
46.74,-58.65,channel-port aux basques,ca,"(47.566667, -59.15)",47.566667,-59.15,22.84,91,82,8.1,22.84
4.71,-83.4,burica,pa,"(8.0333333, -82.8666667)",8.0333333,-82.8666667,89.6,37,20,27.63,89.6
5.03,127.56,pundaguitan,ph,"(6.361153, 126.177781)",6.361153,126.177781,78.22,86,99,16.58,78.22
72.83,-19.98,illoqqortoormiut,gl,"(70.4833333, -21.9666667)",70.4833333,-21.9666667,-4.86,87,0,4.09,-4.86
53.61,-165.38,bethel,us,"(60.7922222, -161.7558333)",60.7922222,-161.7558333,19.4,93,90,6.91,19.4
-43.29,39.77,umzimvubu,za,"(-31.622911, 29.544772)",-31.622911,29.544772,67.28,84,29,5.28,67.28
-21.03,63.11,grand river south east,mu,"(-20.2861111, 57.7758333)",-20.2861111,57.7758333,77,88,75,4.61,77
89.36,29.89,longyearbyen,sj,"(78.2166667, 15.6333333)",78.2166667,15.6333333,-4,54,20,23.02,-4
34.24,131.06,nagato,jp,"(34.383333, 131.2)",34.383333,131.2,34.14,51,75,18.41,35.6
35.63,16.36,pachino,it,"(36.716667, 15.083333)",36.716667,15.083333,52.65,100,90,4.61,53.6
8.04,-143.44,hilo,us,"(19.7297222, -155.09)",19.7297222,-155.09,74.43,57,40,5.75,78.8
11.74,78.45,belur,in,"(11.7, 78.416667)",11.7,78.416667,65.46,89,2,3.53,65.46
30.45,-49.97,saint george,bm,"(32.3816667, -64.6780556)",32.3816667,-64.6780556,64.99,77,86,51,64.99
13.55,34.38,sinjah,sd,"(13.15, 33.9333333)",13.15,33.9333333,76.78,15,9,13.87,76.78
73.02,96.01,khatanga,ru,"(71.966667, 102.5)",71.966667,102.5,-41.71,74,0,2.73,-41.71
54.05,-171.62,provideniya,ru,"(64.383333, -173.3)",64.383333,-173.3,10.4,72,90,22.37,10.4
-6.56,131.92,tual,id,"(-5.666667, 132.75)",-5.666667,132.75,83.41,76,100,15.68,83.41
26.97,4.67,warqla,dz,"(31.9575, 5.3277778)",31.9575,5.3277778,59,51,0,2.3,59
44.28,28.48,lumina,ro,"(44.283333, 28.566667)",44.283333,28.566667,24.91,93,0,9.22,25
-3.1,-61.32,manacapuru,br,"(-3.3, -60.616667)",-3.3,-60.616667,75.2,94,75,6.91,75.2
59.29,176.96,beringovskiy,ru,"(63.05, 179.316667)",63.05,179.316667,-0.72,92,100,20.11,-0.72
84.13,-168.01,barrow,us,"(71.2905556, -156.7886111)",71.2905556,-156.7886111,-14.8,76,1,9.22,-14.8
9.58,-20.57,oussouye,sn,"(12.485, -16.5469444)",12.485,-16.5469444,71.56,78,0,2.3,73.4
59.5,85.83,belyy yar,ru,"(58.444722, 85.0425)",58.444722,85.0425,-6.38,92,100,5.32,-6.38
51.82,69.08,atbasar,kz,"(51.8, 68.333333)",51.8,68.333333,15.21,92,56,7.78,15.21
48.36,-107.59,shaunavon,ca,"(49.65, -108.416667)",49.65,-108.416667,19.4,93,79,9.22,19.4
45.81,-112.45,butte,us,"(46.0038889, -112.5338889)",46.0038889,-112.5338889,31.68,92,94,6.64,31.68
15.92,-58.24,le vauclin,mq,"(14.5333333, -60.8333333)",14.5333333,-60.8333333,77.59,69,0,12.66,80.6
29.3,12.46,mizdah,ly,"(31.4333333, 12.9833333)",31.4333333,12.9833333,52.03,68,0,6.82,52.03
34.4,-98.54,lawton,us,"(34.6086111, -98.39)",34.6086111,-98.39,46.87,43,20,12.66,48.2
28.33,25.06,bardiyah,ly,"(31.7666667, 25.1)",31.7666667,25.1,54.32,68,15,17.58,54.32
69.6,25.06,karasjok,no,"(69.45, 25.5)",69.45,25.5,8.65,93,100,16.06,8.65
69.08,66.53,kharp,ru,"(66.801389, 65.808056)",66.801389,65.808056,-30.95,82,97,0.34,-30.95
-2.21,-9.37,harper,lr,"(4.375, -7.7169444)",4.375,-7.7169444,77.74,88,24,4.76,77.74
-10.81,106.11,palabuhanratu,id,"(-6.9875, 106.551389)",-6.9875,106.551389,76.6,77,100,2.48,76.6
0.3,-4.93,san-pedro,ci,"(4.748508, -6.636301)",4.748508,-6.636301,77.23,91,31,5.21,77.23
25.93,-136.11,pacific grove,us,"(36.6177778, -121.9155556)",36.6177778,-121.9155556,53.06,71,75,6.91,55.4
1.86,51.22,hobyo,so,"(5.3513889, 48.5255556)",5.3513889,48.5255556,76.05,72,41,17.63,76.05
39.69,-6.68,coria,es,"(39.987879, -6.537718)",39.987879,-6.537718,53.01,91,42,0.92,53.01
55.76,-135.36,sitka,us,"(57.0530556, -135.33)",57.0530556,-135.33,30.78,88,100,4.79,30.78
16.3,-55.25,bathsheba,bb,"(13.2166667, -59.5166667)",13.2166667,-59.5166667,78.8,65,20,13.8,78.8
42.32,131.0,zarubino,ru,"(42.63, 131.092222)",42.63,131.092222,0.61,86,68,26.26,0.61
37.54,-129.3,fortuna,us,"(40.5983333, -124.1561111)",40.5983333,-124.1561111,46.81,100,90,5.75,48.99
45.33,-131.57,port hardy,ca,"(50.716667, -127.5)",50.716667,-127.5,39.58,73,3,3.47,39.58
-14.09,34.84,monkey bay,mw,"(-14.0833333, 34.9166667)",-14.0833333,34.9166667,78.58,71,99,3.2,78.58
85.88,133.47,nizhneyansk,ru,"(71.433333, 136.066667)",71.433333,136.066667,-35.97,80,94,6.46,-35.97
40.13,41.39,erzurum,tr,"(39.908611, 41.276944)",39.908611,41.276944,32,64,75,5.75,32
-19.34,177.93,isangel,vu,"(-19.55, 169.2666667)",-19.55,169.2666667,83.43,75,99,16.96,83.43
59.71,-2.68,kirkwall,gb,"(58.966667, -2.95)",58.966667,-2.95,37.4,70,75,14.97,37.4
19.92,-97.16,tlapacoyan,mx,"(19.966667, -97.216667)",19.966667,-97.216667,59.54,87,100,0.45,59.54
-42.2,179.58,hastings,nz,"(-39.65, 176.833333)",-39.65,176.833333,61.03,57,51,13.35,61.03
-16.19,-61.23,san ignacio,bo,"(-16.3666667, -60.95)",-16.3666667,-60.95,72.05,92,94,4.27,72.05
65.05,153.83,srednekolymsk,ru,"(67.45, 153.683333)",67.45,153.683333,-17.63,87,100,8.7,-17.63
4.97,-61.06,lethem,gy,"(3.3833333, -59.8)",3.3833333,-59.8,89.6,58,20,13.8,89.6
22.3,-83.64,san luis,cu,"(22.2786111, -83.7611111)",22.2786111,-83.7611111,69.98,76,54,16.44,69.98
-36.55,132.27,port lincoln,au,"(-34.72625, 135.87442)",-34.72625,135.87442,66.18,77,70,8.41,66.18
48.38,-127.2,ucluelet,ca,"(48.933333, -125.516667)",48.933333,-125.516667,46.11,76,75,2.3,46.99
1.19,-173.04,saleaula,ws,"(-13.4333333, -172.3333333)",-13.4333333,-172.3333333,84.09,89,90,18.41,84.2
2.62,-77.28,argelia,co,"(2.25563, -77.248762)",2.25563,-77.248762,67.84,79,100,1.63,67.84
-18.12,53.21,le port,re,"(-20.9166667, 55.3)",-20.9166667,55.3,67.39,89,23,1.99,69.01
88.56,11.97,barentsburg,sj,"(78.0666667, 14.2333333)",78.0666667,14.2333333,-4,54,20,23.02,-4
41.96,-83.81,adrian,us,"(41.8975, -84.0372222)",41.8975,-84.0372222,22.62,63,99,5.99,23
44.34,-21.64,vila franca do campo,pt,"(37.716667, -25.433333)",37.716667,-25.433333,62.82,94,75,23.02,63
-19.51,-90.16,lima,pe,"(-12.05, -77.05)",-12.05,-77.05,75.6,69,0,12.66,75.99
41.21,0.31,fraga,es,"(41.521508, 0.35)",41.521508,0.35,52.84,87,0,6.91,53.6
29.78,-10.81,tiznit,ma,"(29.697425, -9.731618)",29.697425,-9.731618,65.39,41,0,2.86,65.39
61.76,-26.19,olafsvik,is,"(64.883333, -23.716667)",64.883333,-23.716667,27.54,88,71,3.83,27.54
-30.28,17.66,springbok,za,"(-29.664336, 17.886495)",-29.664336,17.886495,65.95,37,0,4.47,65.95
13.51,34.95,doka,sd,"(13.5166667, 35.7666667)",13.5166667,35.7666667,74.82,18,0,14.76,74.82
-44.15,125.91,esperance,au,"(-33.86013, 121.882591)",-33.86013,121.882591,57.2,88,24,3.44,57.2
1.17,-40.2,acarau,br,"(-2.883333, -40.116667)",-2.883333,-40.116667,80.55,77,98,15.77,80.55
-2.28,-62.75,barcelos,br,"(-1.0, -62.966667)",-1.0,-62.966667,80.37,73,73,3.65,80.37
24.63,151.55,katsuura,jp,"(35.133333, 140.3)",35.133333,140.3,41.25,75,20,8.05,42.01
24.86,-80.33,key largo,us,"(25.0861111, -80.4475)",25.0861111,-80.4475,69.62,63,6,25.52,72
60.67,-47.26,qaqortoq,gl,"(60.7166667, -46.0333333)",60.7166667,-46.0333333,44.6,31,75,33.38,44.6
21.18,77.07,akot,in,"(21.096389, 77.058611)",21.096389,77.058611,62.65,42,1,3.15,62.65
-24.58,-40.77,arraial do cabo,br,"(-22.966667, -42.016667)",-22.966667,-42.016667,84.2,54,0,16.11,84.2
44.14,51.57,shetpe,kz,"(44.166667, 52.116667)",44.166667,52.116667,41.77,62,100,22.95,41.77
47.44,34.58,dniprovka,ua,"(47.429446, 34.618052)",47.429446,34.618052,31.35,96,100,25.17,31.35
-34.4,153.11,nelson bay,au,"(-32.720428, 152.143982)",-32.720428,152.143982,70.27,100,90,11.5,71.01
32.25,-118.37,coronado,us,"(32.6858333, -117.1822222)",32.6858333,-117.1822222,62.02,59,75,6.91,64.4
-16.04,112.79,karratha,au,"(-20.73649, 116.84638)",-20.73649,116.84638,84.54,66,0,9.28,84.54
11.61,33.52,galgani,sd,"(12.45, 34.1833333)",12.45,34.1833333,77.72,16,2,12.97,77.72
-16.14,137.41,alyangula,au,"(-13.85413, 136.421295)",-13.85413,136.421295,82.4,78,99,6.91,82.4
35.57,-116.66,barstow,us,"(34.8986111, -117.0219444)",34.8986111,-117.0219444,61.79,27,1,16.11,62.6
32.7,-19.54,ponta do sol,pt,"(32.666667, -17.1)",32.666667,-17.1,55.13,75,28,1.01,59
-33.23,3.77,luderitz,na,"(-26.6480556, 15.1594444)",-26.6480556,15.1594444,70.02,47,0,24.45,70.02
50.21,-121.1,merritt,ca,"(50.116667, -120.783333)",50.116667,-120.783333,31.05,64,90,10.36,32
7.38,93.98,sabang,id,"(5.893333, 95.321389)",5.893333,95.321389,82,72,95,16.51,82
59.67,-122.9,fort nelson,ca,"(58.816667, -122.533333)",58.816667,-122.533333,-11.2,70,75,2.3,-11.2
58.4,-70.54,iqaluit,ca,"(63.733333, -68.5)",63.733333,-68.5,-11.2,70,1,24.16,-11.2
8.05,4.49,ilobu,ng,"(7.833333, 4.483333)",7.833333,4.483333,74.37,85,0,4.68,74.37
-19.39,22.13,nokaneng,bw,"(-19.6666667, 22.2666667)",-19.6666667,22.2666667,71.2,86,99,4.29,71.2
-24.1,-80.51,taltal,cl,"(-25.4, -70.483333)",-25.4,-70.483333,67.82,70,25,5.08,67.82
39.43,-77.95,martinsburg,us,"(39.4561111, -77.9641667)",39.4561111,-77.9641667,27.73,43,20,19.57,28.99
-12.66,29.34,ndola,zm,"(-12.9666667, 28.6333333)",-12.9666667,28.6333333,66,96,100,4,66
-9.35,152.11,samarai,pg,"(-10.6166667, 150.6666667)",-10.6166667,150.6666667,83.5,72,88,6.31,83.5
64.05,57.71,vuktyl,ru,"(63.856667, 57.309444)",63.856667,57.309444,-16.83,88,66,5.19,-16.83
12.51,-129.07,constitucion,mx,"(25.036944, -111.664444)",25.036944,-111.664444,78.89,21,0,10.92,78.89
3.11,-118.82,san patricio,mx,"(19.216667, -104.7)",19.216667,-104.7,86,74,1,11.5,86
-28.6,-92.85,lebu,cl,"(-37.616667, -73.65)",-37.616667,-73.65,58.08,95,100,11.54,58.08
-25.44,38.24,inhambane,mz,"(-23.865, 35.3833333)",-23.865,35.3833333,78.69,87,8,5.3,78.69
8.17,13.1,poli,cm,"(8.4833333, 13.25)",8.4833333,13.25,75.81,18,57,1.54,75.81
72.34,122.43,zhigansk,ru,"(66.769722, 123.371111)",66.769722,123.371111,-52.73,74,54,5.79,-52.73
46.97,-10.42,ferrol,es,"(43.483213, -8.236893)",43.483213,-8.236893,58.66,88,20,11.5,59
71.82,39.89,ostrovnoy,ru,"(68.053056, 39.513056)",68.053056,39.513056,2.41,90,99,16.02,2.41
35.56,-78.95,holly springs,us,"(35.6511111, -78.8338889)",35.6511111,-78.8338889,38.41,55,22,1.01,39
26.24,106.48,guiyang,cn,"(26.583333, 106.716667)",26.583333,106.716667,41,65,90,4.47,41
82.09,164.03,cherskiy,ru,"(68.75, 161.3)",68.75,161.3,-29.72,85,72,2.75,-29.72
-38.25,43.0,tsihombe,mg,"(-25.3, 45.4833333)",-25.3,45.4833333,77.45,88,23,7.14,77.45
62.02,15.87,bollnas,se,"(61.35, 16.366667)",61.35,16.366667,12.99,93,97,1.99,12.99
53.13,96.55,toora-khem,ru,"(52.4675, 96.11)",52.4675,96.11,12.07,94,100,3.78,12.07
-40.05,-92.63,ancud,cl,"(-41.869722, -73.820278)",-41.869722,-73.820278,55.36,72,0,6.91,60.8
22.5,-7.14,taoudenni,ml,"(22.6666667, -3.9833333)",22.6666667,-3.9833333,68.74,25,0,17.22,68.74
4.83,-21.44,bubaque,gw,"(11.2833333, -15.8333333)",11.2833333,-15.8333333,78.33,71,28,12.08,78.33
3.45,128.7,ternate,id,"(0.8, 127.4)",0.8,127.4,79.5,80,99,8.88,79.5
24.51,161.07,hasaki,jp,"(35.733333, 140.833333)",35.733333,140.833333,36.12,93,75,10.36,37.4
65.35,171.01,komsomolskiy,ru,"(69.166667, 172.7)",69.166667,172.7,-27.44,86,96,8.57,-27.44
36.5,124.18,yatou,cn,"(37.15, 122.383333)",37.15,122.383333,21.4,81,2,6.58,21.4
-28.84,63.54,mahebourg,mu,"(-20.4080556, 57.7)",-20.4080556,57.7,77,88,75,4.61,77
-3.23,112.23,pangkalanbuun,id,"(-2.683333, 111.616667)",-2.683333,111.616667,73.27,96,98,2.37,73.27
